player,tID,team,role,cluster,is_handling,possessionID
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,2,True,J03WOH_Home_132
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_132
DFL-OBJ-00268T,DFL-CLU-000011,Away,Defender,3,False,J03WOH_Home_132
DFL-OBJ-0027VS,DFL-CLU-000011,Away,Midfielder,3,False,J03WOH_Home_132
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,3,False,J03WOH_Home_132
DFL-OBJ-0027B0,DFL-CLU-000011,Away,Midfielder,4,False,J03WOH_Home_132
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Midfielder,5,False,J03WOH_Home_132
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,7,False,J03WOH_Home_132
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_133
DFL-OBJ-00028V,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_135
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_135
DFL-OBJ-002GNH,DFL-CLU-000011,Away,Goalkeeper,1,False,J03WOH_Home_135
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_137
DFL-OBJ-00028V,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_138
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_141
DFL-OBJ-00268T,DFL-CLU-000011,Away,Defender,0,False,J03WOH_Home_141
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,0,False,J03WOH_Home_141
DFL-OBJ-0027B0,DFL-CLU-000011,Away,Midfielder,0,False,J03WOH_Home_141
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,0,False,J03WOH_Home_141
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,0,False,J03WOH_Home_141
DFL-OBJ-J014UG,DFL-CLU-00000P,Home,Defender,1,False,J03WOH_Home_144
DFL-OBJ-0027B0,DFL-CLU-000011,Away,Midfielder,1,True,J03WOH_Home_148
DFL-OBJ-J014UG,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_148
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,1,True,J03WOH_Home_149
DFL-OBJ-0028SW,DFL-CLU-000011,Away,Defender,2,True,J03WOH_Home_149
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_15
DFL-OBJ-00006V,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_152
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_152
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,2,False,J03WOH_Home_152
DFL-OBJ-00006V,DFL-CLU-00000P,Home,Defender,1,False,J03WOH_Home_159
DFL-OBJ-0027VS,DFL-CLU-000011,Away,Midfielder,2,True,J03WOH_Home_159
DFL-OBJ-0027XP,DFL-CLU-000011,Away,Midfielder,2,False,J03WOH_Home_159
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_159
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_160
DFL-OBJ-00006V,DFL-CLU-00000P,Home,Defender,1,False,J03WOH_Home_160
DFL-OBJ-0027B0,DFL-CLU-000011,Away,Midfielder,3,True,J03WOH_Home_160
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_161
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_161
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,2,True,J03WOH_Home_161
DFL-OBJ-00028V,DFL-CLU-00000P,Home,Midfielder,3,True,J03WOH_Home_161
DFL-OBJ-002G2Y,DFL-CLU-000011,Away,Midfielder,3,False,J03WOH_Home_161
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,4,True,J03WOH_Home_161
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_164
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_164
DFL-OBJ-002GAB,DFL-CLU-000011,Away,Forward,3,False,J03WOH_Home_164
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Midfielder,3,False,J03WOH_Home_164
DFL-OBJ-002GNH,DFL-CLU-000011,Away,Goalkeeper,3,False,J03WOH_Home_164
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,3,False,J03WOH_Home_164
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_166
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_168
DFL-OBJ-J014UG,DFL-CLU-00000P,Home,Defender,2,True,J03WOH_Home_168
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,2,False,J03WOH_Home_168
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_169
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_175
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_180
DFL-OBJ-0028SW,DFL-CLU-000011,Away,Defender,0,False,J03WOH_Home_180
DFL-OBJ-002GM1,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_182
DFL-OBJ-0028SW,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_184
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_19
DFL-OBJ-002GEE,DFL-CLU-000011,Away,Defender,3,False,J03WOH_Home_19
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Midfielder,1,True,J03WOH_Home_190
DFL-OBJ-002GAB,DFL-CLU-000011,Away,Forward,1,False,J03WOH_Home_194
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_196
DFL-OBJ-002FXT,DFL-CLU-00000P,Home,Midfielder,0,False,J03WOH_Home_196
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,2,False,J03WOH_Home_196
DFL-OBJ-00003X,DFL-CLU-00000P,Home,Forward,0,False,J03WOH_Home_197
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_197
DFL-OBJ-00028V,DFL-CLU-00000P,Home,Midfielder,2,False,J03WOH_Home_197
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,3,True,J03WOH_Home_197
DFL-OBJ-0027XP,DFL-CLU-000011,Away,Midfielder,3,False,J03WOH_Home_197
